"","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP"
"212","Nene Hilario","PF",33,"WAS",57,1094,16.8,0.564,0.008,0.482,5.2,21.6,13.2,14.1,2.4,1.9,14,21.6,0.0,1.1,1.6,2.7,0.12,0.0,-1.6,1.8,0.2,0.6
"213","George Hill","PG",29,"IND",74,2524,13.2,0.555,0.425,0.203,2.5,10.3,6.5,15.5,1.6,0.5,11.1,15.8,0.0,3.4,2.8,6.2,0.118,0.0,1.1,0.5,1.5,2.2
"214","Jordan Hill","C",28,"IND",73,1513,16.4,0.534,0.002,0.228,11.3,21.2,16.3,9.5,1.2,2,13.2,20.3,0.0,1.6,2.3,3.9,0.124,0.0,-1.7,0.9,-0.7,0.5
"215","Solomon Hill","SF",24,"IND",59,866,12.2,0.543,0.356,0.202,4.9,15.9,10.5,9.6,2.1,1,12.7,13.2,0.0,0.8,1.3,2.1,0.117,0.0,-1.3,1.3,0,0.4
"216","Darrun Hilliard","SG",22,"DET",38,383,10.7,0.511,0.382,0.305,1.4,11.9,6.4,10.9,1.2,0.2,11.3,19.1,0.0,0.2,0.3,0.5,0.066,0.0,-2,-1.6,-3.6,-0.2
"217","Kirk Hinrich","PG",35,"CHI",35,555,7.3,0.528,0.475,0.136,1.4,9.5,5.5,15,1.2,0.1,17.8,12,0.0,0.2,0.4,0.6,0.048,0.0,-2.2,-1.3,-3.5,-0.2
"218","Kirk Hinrich","PG",35,"ATL",11,76,6.2,0.227,0.545,0,1.5,15.4,8.6,23.8,1.3,1,21.4,8.2,0.0,-0.1,0.1,0,0.019,0.0,-6.6,0.9,-5.7,-0.1
"219","Jrue Holiday","PG",25,"NOP",65,1831,19.7,0.529,0.277,0.231,1.6,10.5,5.9,37.3,2.4,1,14,28.9,0.0,2.2,1.2,3.4,0.089,0.0,3.1,-1.3,1.7,1.7
"220","Justin Holiday","SG",26,"ATL",26,263,4.7,0.407,0.616,0.137,1.7,9.3,5.6,5.9,2.4,1.2,14.4,15.4,0.0,-0.5,0.4,-0.1,-0.021,0.0,-5.4,0.3,-5.1,-0.2
"221","Justin Holiday","SG",26,"CHI",27,510,11.8,0.527,0.387,0.174,1.7,11.1,6.5,13.2,1.9,2.1,13.5,16.6,0.0,0.2,0.5,0.8,0.072,0.0,-1.4,0.2,-1.1,0.1
"222","Ryan Hollins","C",31,"WAS",5,48,7.2,0.571,0,0,16,9.5,12.8,0,0,1.7,30,9.1,0.0,0,0,0,0.04,0.0,-4.5,-3.1,-7.6,-0.1
"223","Ryan Hollins","C",31,"MEM",32,412,12.9,0.641,0,0.583,10.6,13.6,12,3.7,0.7,4.5,18.8,12.1,0.0,0.6,0.3,0.9,0.107,0.0,-1.7,0.5,-1.2,0.1
"224","Rondae Hollis-Jefferson","SF",21,"BRK",29,615,14.2,0.519,0.101,0.377,7,21.4,14.1,10.1,3.2,2.1,13.9,13.5,0.0,0.5,0.7,1.2,0.094,0.0,-1.4,2.6,1.2,0.5
"225","Richaun Holmes","PF",22,"PHI",51,702,15.9,0.564,0.198,0.333,9.3,11.7,10.5,8,1.3,4.3,11.2,17.9,0.0,1,0.5,1.5,0.103,0.0,-1,0,-0.9,0.2
"226","Rodney Hood","SG",23,"UTA",79,2541,14.1,0.542,0.462,0.206,1.8,10.5,6.1,14.4,1.5,0.5,10.5,21.5,0.0,3.4,2.5,6,0.112,0.0,1.6,-0.9,0.7,1.7
"227","Al Horford","C",29,"ATL",82,2631,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,0.0,4.9,4.5,9.4,0.172,0.0,1.5,2.6,4.1,4.1
"228","Dwight Howard","C",30,"HOU",71,2280,18.9,0.604,0.01,0.79,11.4,29.1,20.2,7,1.5,4.1,17,18.4,0.0,3.5,3.1,6.6,0.138,0.0,-1.1,1.8,0.6,1.5
"229","Marcelo Huertas","PG",32,"LAL",53,869,10.4,0.488,0.265,0.126,2.2,9.2,5.6,33.9,1.5,0.6,24.8,16.3,0.0,-0.2,0.1,-0.1,-0.006,0.0,-3.1,-2.9,-6,-0.9
"230","Josh Huestis","PF",24,"OKC",5,55,6.7,0.509,0.5,0.333,4.2,15,9.9,0,0.9,2.8,17.9,13,0.0,0,0.1,0,0.01,0.0,-4.9,-2.5,-7.4,-0.1
"231","Kris Humphries","PF",30,"WAS",28,466,11.8,0.524,0.424,0.196,6.1,21.8,13.8,5,0.3,2.4,10.4,18,0.0,0.3,0.5,0.7,0.073,0.0,-2.6,-1.3,-3.8,-0.2
"232","Kris Humphries","PF",30,"PHO",4,74,13.5,0.367,0.278,0.222,15.8,31.5,23.5,14.8,2,2.2,9.2,25,0.0,-0.1,0.1,0,0.012,0.0,-3.1,0.6,-2.4,0
"233","Kris Humphries","PF",30,"ATL",21,295,14.9,0.555,0.307,0.446,7.6,18.5,13.1,6.9,1.7,1.9,10.4,20.4,0.0,0.4,0.5,0.9,0.143,0.0,-1.5,-0.1,-1.6,0
"234","R.J. Hunter","SG",22,"BOS",36,315,7.7,0.48,0.643,0.071,0.7,12,6.2,5.9,2.2,1,9.8,15.1,0.0,-0.1,0.4,0.3,0.045,0.0,-3.1,-0.4,-3.5,-0.1
"235","Serge Ibaka","PF",26,"OKC",78,2500,13.9,0.533,0.212,0.139,6.5,16.2,11.6,3.9,0.8,4.5,10.5,17.6,0.0,2.5,3,5.5,0.105,0.0,-1.1,1,-0.1,1.2
"236","Andre Iguodala","SF",32,"GSW",65,1732,12.2,0.565,0.418,0.226,3.4,12.4,8.2,16.3,2,0.8,16.3,12.1,0.0,2.3,2.1,4.4,0.122,0.0,0.3,1.3,1.6,1.6
"237","Ersan Ilyasova","PF",28,"DET",52,1434,14.1,0.53,0.423,0.215,7.3,14.5,10.7,6.1,1.3,1.4,9.6,18.7,0.0,1.8,1.5,3.3,0.111,0.0,0.6,0.1,0.7,1
"238","Ersan Ilyasova","PF",28,"ORL",22,447,14.7,0.515,0.288,0.294,11,19.1,15,4,1.6,1.1,6.5,18.3,0.0,0.6,0.5,1.1,0.117,0.0,-0.5,-1.6,-2.1,0
"239","Joe Ingles","SF",28,"UTA",81,1241,10.3,0.572,0.722,0.062,1.8,12.4,7.1,12.1,2.3,0.3,17.9,13.5,0.0,0.7,1.6,2.3,0.089,0.0,-0.3,0.4,0.1,0.7
"240","Damien Inglis","SF",20,"MIL",20,156,6.7,0.444,0.351,0.216,1.5,21.1,11.4,9,2,1.6,21.4,14.9,0.0,-0.2,0.2,-0.1,-0.024,0.0,-6.1,-0.3,-6.4,-0.2
"241","Kyrie Irving","PG",23,"CLE",53,1667,19.9,0.54,0.298,0.217,3,7.6,5.3,26.6,1.7,0.9,11.4,29.5,0.0,3.2,1.7,5,0.143,0.0,3,-1.4,1.6,1.5
"242","Jarrett Jack","PG",32,"BRK",32,1027,14.5,0.505,0.285,0.313,1,14.1,7.4,35,1.7,0.6,18.8,21.7,0.0,0.5,0.4,0.9,0.043,0.0,0,-1.4,-1.4,0.2
"243","Reggie Jackson","PG",25,"DET",79,2424,19.6,0.535,0.268,0.271,2.5,9.1,5.7,36.3,1.2,0.3,13.8,29.1,0.0,4.9,1.9,6.9,0.136,0.0,3.9,-1.6,2.3,2.6
"244","LeBron James","SF",31,"CLE",76,2709,27.5,0.588,0.199,0.347,4.7,18.8,11.8,36,2,1.5,13.2,31.4,0.0,9.6,4,13.6,0.242,0.0,6.9,2.3,9.1,7.6
"245","Al Jefferson","C",31,"CHO",47,1096,18.2,0.507,0,0.22,5.6,24.6,15,11.8,1.4,3,5.8,24.2,0.0,1,1.8,2.8,0.123,0.0,-2.3,1.2,-1.1,0.2
"246","Cory Jefferson","PF",25,"PHO",8,50,12.7,0.446,0.045,0.273,12.7,22.2,17.4,0,0,1.6,0,21,0.0,0,0,0.1,0.07,0.0,-6.1,-7.7,-13.8,-0.1
"247","Richard Jefferson","SF",35,"CLE",74,1326,9.7,0.585,0.554,0.279,1.3,9.6,5.5,6.4,1.3,0.9,10.9,13.4,0.0,1.4,1.3,2.7,0.099,0.0,-0.5,-0.3,-0.8,0.4
"248","John Jenkins","SG",24,"DAL",21,193,7.2,0.466,0.271,0.129,2.3,10.2,6.3,7.6,0.8,0,12.9,20.1,0.0,-0.2,0.1,-0.1,-0.033,0.0,-5,-2.4,-7.4,-0.3
"249","John Jenkins","SG",24,"PHO",22,287,11.9,0.564,0.356,0.167,1.5,12,6.6,14.4,0.8,0.3,14.2,16.7,0.0,0.3,0.1,0.4,0.059,0.0,-1.6,-2.3,-4,-0.1
"250","Brandon Jennings","PG",26,"DET",23,416,13.1,0.491,0.538,0.266,1.3,11.2,6,25.7,1.3,0.4,12.1,19,0.0,0.4,0.4,0.8,0.094,0.0,0.3,-1.5,-1.1,0.1
"251","Brandon Jennings","PG",26,"ORL",25,452,14.3,0.49,0.484,0.248,2.7,9.7,6.1,32.4,2,0.9,16.4,20.9,0.0,0.3,0.4,0.7,0.071,0.0,0.4,-1.9,-1.6,0
"252","Jonas Jerebko","PF",28,"BOS",78,1176,10.3,0.531,0.378,0.273,6.8,19.4,13,7.4,0.8,1.6,14,13.5,0.0,0.9,1.5,2.4,0.097,0.0,-2.5,0.4,-2,0
"253","Amir Johnson","PF",28,"BOS",79,1800,16,0.602,0.101,0.284,10.3,19.6,14.9,11.4,1.4,3.6,16.4,13.6,0.0,3,2.9,5.9,0.158,0.0,-0.2,3.2,3,2.3
"254","Chris Johnson","SF",25,"UTA",70,857,8.2,0.482,0.51,0.216,3.7,14.3,9,8,2,2,15.8,13.6,0.0,-0.1,1.2,1.1,0.059,0.0,-2.7,1.3,-1.4,0.1
"255","James Johnson","PF",28,"TOR",57,926,11.4,0.532,0.275,0.283,3.5,11.9,7.8,11.4,1.6,2.9,16.7,15.9,0.0,0.3,1,1.3,0.068,0.0,-1.7,1,-0.6,0.3
"256","Joe Johnson","SF",34,"BRK",57,1934,10.7,0.512,0.377,0.178,1.9,11.2,6.5,18,1,0.1,15,17.8,0.0,0.6,0.2,0.7,0.018,0.0,-0.4,-1.7,-2.2,-0.1
"257","Joe Johnson","SF",34,"MIA",24,769,15.2,0.603,0.335,0.135,2.3,7.6,5,17.9,1.4,0.2,13.9,18.4,0.0,1.3,0.6,2,0.123,0.0,2,-1.3,0.8,0.5
"258","Orlando Johnson","SG",26,"PHO",2,47,10.1,0.407,0.294,0.353,6.8,14.2,10.4,0,2.1,5.2,4.8,18.7,0.0,0,0.1,0,0.026,0.0,-6.2,-2,-8.2,-0.1
"259","Orlando Johnson","SG",26,"NOP",5,54,-2.1,0.28,0.294,0.118,2,10.6,6.2,5.1,0.9,0,14.4,17.1,0.0,-0.2,0,-0.2,-0.185,0.0,-9.5,-2.8,-12.3,-0.1
"260","Stanley Johnson","SF",19,"DET",73,1687,8.7,0.46,0.342,0.17,3.6,16.7,9.9,10.8,1.6,0.5,15,19.6,0.0,-1.3,1.9,0.6,0.018,0.0,-3.1,0.5,-2.6,-0.2
"261","Tyler Johnson","SG",23,"MIA",36,863,13.8,0.579,0.292,0.263,3.8,10.3,7.2,13.9,1.4,1.2,14.8,16.8,0.0,1.2,0.9,2,0.113,0.0,0.4,0,0.4,0.5
"262","Wesley Johnson","SF",28,"LAC",80,1666,11,0.513,0.6,0.089,2.5,13.6,8.1,4.4,2.7,2.6,9.2,16,0.0,0,2.7,2.6,0.076,0.0,-1.3,1.8,0.5,1
"263","Nikola Jokic","C",20,"DEN",80,1733,21.5,0.582,0.14,0.317,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,0.0,4.5,2.2,6.7,0.185,0.0,2.6,2.2,4.8,3
"264","Dahntay Jones","SF",35,"CLE",1,42,10.3,0.464,0.143,0,2.7,10.7,6.7,7.3,1.2,3.9,0,15.1,0.0,0,0.1,0.1,0.096,0.0,-3.1,0.9,-2.2,0
"265","James Jones","SF",35,"CLE",48,463,11.6,0.58,0.732,0.183,2,10.2,6.1,4.5,1.2,1.8,7.8,16.2,0.0,0.7,0.5,1.2,0.12,0.0,0.3,-1.3,-1,0.1
"266","Terrence Jones","PF",24,"HOU",50,1044,13.5,0.519,0.215,0.316,6.5,15.9,11.1,6.3,1.1,3.1,10.5,19.3,0.0,0.8,0.7,1.5,0.068,0.0,-2.4,-1,-3.4,-0.4
"267","Tyus Jones","PG",19,"MIN",37,573,11.2,0.45,0.34,0.25,1.4,8,4.8,27.7,2.7,0.4,16,16.1,0.0,0,0.3,0.3,0.027,0.0,-1.7,-2,-3.7,-0.3
"268","DeAndre Jordan","C",27,"LAC",77,2598,20.6,0.628,0.002,1.219,11.4,32.7,22.2,5.3,1,5.4,12.1,15.4,0.0,6,5.5,11.5,0.213,0.0,-0.4,3.8,3.4,3.5
"269","Cory Joseph","SG",24,"TOR",80,2046,12.4,0.512,0.188,0.297,2.2,9.4,5.9,19.3,1.6,0.8,13.4,17,0.0,1.8,1.7,3.5,0.082,0.0,-0.6,-0.4,-1,0.5
"270","Chris Kaman","C",33,"POR",16,112,11.1,0.496,0.093,0.07,6.8,16.5,11.6,15.8,0.4,0.7,15.3,20.4,0.0,0,0.1,0.1,0.037,0.0,-3.3,-1.9,-5.1,-0.1
"271","Frank Kaminsky","C",22,"CHO",81,1708,12.5,0.513,0.385,0.282,4.4,17.2,10.7,9,1.1,2,8.9,17.1,0.0,1.2,2.1,3.3,0.093,0.0,-1.6,0.4,-1.2,0.3
"272","Enes Kanter","C",23,"OKC",82,1721,24,0.626,0.029,0.349,16.7,24.9,21,3.1,0.7,1.5,12.2,23.4,0.0,6,2.1,8.1,0.226,0.0,1.3,-3.1,-1.7,0.1
"273","Sergey Karasev","SF",22,"BRK",40,399,8.5,0.562,0.5,0.378,2.2,14.3,8.2,12.2,0.8,0.4,20.3,12.1,0.0,0.2,0.1,0.3,0.031,0.0,-2.4,-1.7,-4.2,-0.2
"274","Sasha Kaun","C",30,"CLE",25,95,12.5,0.527,0,0.647,14.4,16.5,15.5,4.5,2.2,4.3,24.3,13.7,0.0,0,0.2,0.2,0.096,0.0,-3.5,2.7,-0.8,0
"275","Ryan Kelly","PF",24,"LAL",36,470,10.3,0.44,0.248,0.362,4.6,23.7,13.8,6.9,1.4,1.7,9.4,17.9,0.0,-0.3,0.3,0.1,0.005,0.0,-4.9,-1.1,-6,-0.5
"276","Michael Kidd-Gilchrist","SF",22,"CHO",7,205,16.9,0.603,0.115,0.475,6.3,17.8,12,7.3,0.7,1.2,9.8,18,0.0,0.4,0.2,0.6,0.152,0.0,-0.7,-0.7,-1.4,0
"277","Sean Kilpatrick","SG",26,"DEN",8,82,8,0.551,0.81,0.381,2.7,5.5,4.1,5.4,1.2,0,14,15.2,0.0,0,0,0.1,0.037,0.0,-0.9,-3.4,-4.3,0
"278","Sean Kilpatrick","SG",26,"BRK",23,534,16.7,0.578,0.39,0.237,2.1,8.6,5.3,8.4,0.9,0.3,8.9,25.2,0.0,0.9,0,0.9,0.082,0.0,1.8,-4.5,-2.8,-0.1
"279","Brandon Knight","SG",24,"PHO",52,1870,14.7,0.522,0.392,0.204,2,9.9,5.9,24.4,1.6,0.9,15.4,26.2,0.0,0.7,0.9,1.7,0.043,0.0,1.2,-1.5,-0.3,0.8
"280","Kyle Korver","SG",34,"ATL",80,2401,9.7,0.578,0.644,0.088,0.7,10.9,5.9,9.9,1.2,1.1,13.3,13.7,0.0,1.2,2.9,4.1,0.081,0.0,-0.7,0.5,-0.2,1.1
"281","Kosta Koufos","C",26,"SAC",78,1482,15.1,0.54,0,0.234,12.4,18.4,15.4,3.3,1.3,3.8,8.9,15.4,0.0,2.1,1.4,3.5,0.113,0.0,-1.6,0.4,-1.2,0.3
"282","Jeremy Lamb","SG",23,"CHO",66,1227,15.9,0.529,0.355,0.173,3.9,18.7,11.2,10.9,1.7,2,8.4,22,0.0,1,1.8,2.7,0.107,0.0,-0.6,0.1,-0.5,0.4
"283","Carl Landry","PF",32,"PHI",36,569,22.4,0.605,0.052,0.364,9.1,19.2,14,11.1,1,1.2,7.1,24,0.0,1.8,0.3,2.1,0.176,0.0,1.5,-2.3,-0.7,0.2
"284","Shane Larkin","PG",23,"BRK",78,1751,13.3,0.515,0.215,0.213,1.8,9.9,5.8,29.3,2.7,0.6,21,17.7,0.0,0.5,1,1.4,0.039,0.0,-1.2,-1,-2.2,-0.1
"285","Joffrey Lauvergne","C",24,"DEN",59,1041,15.7,0.567,0.139,0.182,8.1,23.1,15.4,9.1,0.6,1.2,11.6,19.5,0.0,1.6,0.7,2.3,0.105,0.0,-0.9,-1.4,-2.3,-0.1
"286","Zach LaVine","SG",20,"MIN",82,2294,14.3,0.548,0.33,0.212,1.4,10.1,5.8,18.6,1.5,0.6,12.9,23.5,0.0,1.9,0.7,2.6,0.054,0.0,1,-2.4,-1.4,0.3
"287","Ty Lawson","PG",28,"HOU",53,1176,8.9,0.48,0.328,0.279,1.9,6.5,4.2,22.3,1.8,0.4,20.3,14.8,0.0,0,0.4,0.4,0.017,0.0,-2.9,-2.2,-5.1,-0.9
"288","Ty Lawson","PG",28,"IND",13,235,13.7,0.46,0.209,0.09,2.8,11.6,7.2,36.1,2.1,0.3,15.7,15.5,0.0,0.2,0.3,0.5,0.103,0.0,-1.5,-0.7,-2.2,0
"289","Courtney Lee","SG",30,"MEM",51,1489,11.7,0.556,0.329,0.22,1.4,7.9,4.5,8.1,1.8,1,9.6,15.3,0.0,1.5,0.8,2.2,0.072,0.0,-0.2,-0.7,-1,0.4
"290","Courtney Lee","SG",30,"CHO",28,845,11.2,0.54,0.359,0.118,1.3,10.1,5.6,10.9,2,1.2,9,13.6,0.0,0.7,1,1.6,0.093,0.0,-0.9,1,0.2,0.5
"291","David Lee","PF",32,"BOS",30,470,15.5,0.499,0.005,0.266,9.1,20.4,14.7,18.3,1.2,2.2,15.1,22.9,0.0,0.2,0.7,0.9,0.092,0.0,-2.5,1.2,-1.3,0.1
"292","David Lee","PF",32,"DAL",25,433,24,0.66,0,0.294,15.2,29.1,22.2,12.5,1.2,2.9,14.8,20,0.0,1.5,0.7,2.1,0.237,0.0,2.1,2.2,4.3,0.7
"293","Alex Len","C",22,"PHO",78,1821,12.4,0.482,0.011,0.383,10.4,25.4,17.7,8.5,1,2.8,16.6,20.4,0.0,-0.5,1.8,1.3,0.035,0.0,-4.4,0.7,-3.6,-0.7
"294","Kawhi Leonard","SF",24,"SAS",72,2380,26,0.616,0.267,0.306,4.7,18.4,11.8,13,2.8,2.3,7.8,25.8,0.0,8.3,5.5,13.7,0.277,0.0,5.5,2.8,8.3,6.2
"295","Meyers Leonard","PF",23,"POR",61,1333,11.3,0.561,0.524,0.106,4.1,21.4,12.8,10.6,0.3,1.1,14.5,17.4,0.0,1.2,1,2.2,0.078,0.0,-0.5,-1,-1.5,0.2
"296","Jon Leuer","PF",26,"PHO",67,1255,16.2,0.555,0.236,0.217,6.4,26.3,16.1,9.6,1.5,2,12.8,19.8,0.0,1.4,1.3,2.7,0.103,0.0,-1.3,0.3,-1,0.3
"297","Damian Lillard","PG",25,"POR",75,2676,22.2,0.56,0.414,0.315,1.8,10.4,6.1,33.6,1.2,0.8,12.6,31.3,0.0,7.7,1.4,9.2,0.165,0.0,5.9,-2.2,3.7,3.8
"298","Jeremy Lin","SG",27,"CHO",78,2048,13.8,0.534,0.31,0.401,2.2,11.4,6.8,18.6,1.4,1.7,14.9,22.2,0.0,1.3,2.3,3.5,0.082,0.0,-0.9,-0.2,-1.1,0.5
"299","Shaun Livingston","PG",30,"GSW",78,1520,13.8,0.581,0.032,0.245,3.2,8.5,6,21,1.8,1.3,15.7,14.2,0.0,2.9,1.7,4.6,0.145,0.0,-0.6,0.1,-0.5,0.6
"300","Kevon Looney","PF",19,"GSW",5,21,18.6,0.643,0.286,0,21.8,29.1,25.6,0,0,0,12.5,16.5,0.0,0.1,0,0.1,0.192,0.0,-1.2,-8.2,-9.5,0
"301","Brook Lopez","C",27,"BRK",73,2457,21.7,0.562,0.012,0.348,9.2,17.2,13.1,10.8,1.2,4.1,11.6,27.3,0.0,4.5,1.7,6.2,0.121,0.0,1.1,0.2,1.3,2.1
"302","Robin Lopez","C",27,"NYK",82,2219,17.6,0.574,0.002,0.243,13.4,16.2,14.8,8.5,0.4,4.4,15.4,17.7,0.0,3.7,2.1,5.8,0.126,0.0,0.1,1.3,1.4,1.9
"303","Kevin Love","PF",27,"CLE",77,2424,19,0.553,0.449,0.321,7,28.4,17.8,12.2,1.2,1.4,11.3,23.4,0.0,4.7,3.8,8.5,0.169,0.0,1.7,0.9,2.5,2.8
"304","Kyle Lowry","PG",29,"TOR",77,2851,22.2,0.578,0.457,0.41,2.2,12.3,7.3,29.9,2.9,1,13.7,26.1,0.0,8,3.7,11.6,0.196,0.0,6.2,0.6,6.8,6.3
"305","Trey Lyles","PF",20,"UTA",80,1382,11.6,0.517,0.294,0.188,5,20.2,12.6,7.1,1,1.1,12.1,17.9,0.0,0.6,1.7,2.3,0.079,0.0,-2.4,-0.4,-2.8,-0.3
"306","Shelvin Mack","PG",25,"ATL",24,179,15.4,0.464,0.284,0.126,1.2,11.9,6.7,36.9,2.2,0,12.3,28.5,0.0,-0.1,0.3,0.2,0.045,0.0,-1.3,-1.8,-3.1,0
"307","Shelvin Mack","PG",25,"UTA",28,879,13.2,0.52,0.306,0.153,1.5,12.6,7,29.3,1.6,0.3,19.2,22.2,0.0,0.2,0.9,1.2,0.064,0.0,-0.3,-0.5,-0.8,0.3
"308","Ian Mahinmi","C",29,"IND",71,1816,16.6,0.603,0,0.502,8.3,22.1,15.3,8.9,1.8,3.3,15.5,15.7,0.0,2.9,3.3,6.2,0.163,0.0,-0.9,3.3,2.4,2
"309","Devyn Marble","SG",23,"ORL",28,249,5.2,0.368,0.451,0.338,2.6,14.4,8.5,6.6,2.6,0.3,7.9,15.7,0.0,-0.4,0.3,-0.1,-0.026,0.0,-4.8,-0.6,-5.5,-0.2
"310","Boban Marjanovic","C",27,"SAS",54,508,27.7,0.662,0,0.655,16.9,26.2,21.7,6.6,1.2,3.5,11.5,22.8,0.0,2.3,1.2,3.4,0.325,0.0,2.7,0.9,3.6,0.7
"311","Kendall Marshall","PG",24,"PHI",30,400,6.7,0.449,0.415,0.11,0.5,7.3,3.8,28.4,2,0.4,25.8,18.3,0.0,-0.7,0.1,-0.5,-0.064,0.0,-5.5,-3.3,-8.8,-0.7
"312","Jarell Martin","PF",21,"MEM",27,380,14,0.534,0.017,0.534,11.2,14.7,12.9,6.4,1.1,1.7,11.7,19.2,0.0,0.5,0.2,0.8,0.1,0.0,-1.6,-1.6,-3.2,-0.1
"313","Kevin Martin","SG",32,"MIN",39,834,11.9,0.523,0.308,0.425,1.4,9.8,5.6,8.8,1,0.1,9.4,23.5,0.0,0.7,0.1,0.8,0.045,0.0,-1.2,-4,-5.2,-0.7
"314","Kevin Martin","SG",32,"SAS",16,261,10.1,0.504,0.388,0.353,1.8,10.6,6.3,6.4,1.8,0.6,11.7,19.5,0.0,0,0.4,0.4,0.082,0.0,-2.2,-0.2,-2.4,0
"315","Wesley Matthews","SG",29,"DAL",78,2644,10.9,0.532,0.615,0.171,1.1,8.8,4.9,8.9,1.5,0.5,7.8,17.2,0.0,1.9,1.8,3.7,0.067,0.0,0.8,-0.3,0.5,1.6
"316","O.J. Mayo","SG",28,"MIL",41,1090,7.7,0.474,0.505,0.125,1.4,9.6,5.5,15.8,2.2,0.6,17.5,17,0.0,-0.7,0.6,-0.1,-0.005,0.0,-2,-1.5,-3.5,-0.4
